search_string,start_time,end_time,sentence,video_id,video_url
ze denken hey bij hebben elkaar toch gisteren gesproken nu kun je daar nog even iets over zeggen,1493,1498,ze denken hey bij hebben elkaar toch gisteren gesproken nu kun je daar nog even iets over zeggen,XRBb17aWENc,https://www.youtube.com/watch?v=XRBb17aWENc&t=1493s
om daarmee onderzoek te doen nou wat zou je dan kunnen doen van misschien een klein beetje naar,2206,2213,om daarmee onderzoek te doen nou wat zou je dan kunnen doen van misschien een klein beetje naar,XD4i65FYua0,https://www.youtube.com/watch?v=XD4i65FYua0&t=2206s
dus zoek mijn andere plek en mogelijk niet meer daar zitten ja dus eigenlijk we hebben wij niet,2404,2409,dus zoek mijn andere plek en mogelijk niet meer daar zitten ja dus eigenlijk we hebben wij niet,ogD6KUT7xrg,https://www.youtube.com/watch?v=ogD6KUT7xrg&t=2404s
zijn precies even mensen heeft gehoord je staat er niet alleen voor iedereen heeft een keer wel,2002,2009,zijn precies even mensen heeft gehoord je staat er niet alleen voor iedereen heeft een keer wel,Ewyhf2C7Z50,https://www.youtube.com/watch?v=Ewyhf2C7Z50&t=2002s
zet daarna bloed staat dan ook wel van ok ja als dan daar wel goed antwoord op kunnen geven dan,2771,2777,zet daarna bloed staat dan ook wel van ok ja als dan daar wel goed antwoord op kunnen geven dan,eUmaumYRtOE,https://www.youtube.com/watch?v=eUmaumYRtOE&t=2771s
we moeten even kijken hoe we daar komen volgens mij kunnen we er gewoon naar toe lopen of niet,4,7,we moeten even kijken hoe we daar komen volgens mij kunnen we er gewoon naar toe lopen of niet,8JleOQkfgtU,https://www.youtube.com/watch?v=8JleOQkfgtU&t=4s
onder dingen die goed zijn in de afgelopen jaren geweest waren gaan die veranderen ding waarom,2071,2077,onder dingen die goed zijn in de afgelopen jaren geweest waren gaan die veranderen ding waarom,wehip3eUEi4,https://www.youtube.com/watch?v=wehip3eUEi4&t=2071s
want die kijkt toch wel tegen een heel andere vrouw aan ja die heeft een nieuwe vrouw gekregen,577,581,want die kijkt toch wel tegen een heel andere vrouw aan ja die heeft een nieuwe vrouw gekregen,4CZp1VMWmcM,https://www.youtube.com/watch?v=4CZp1VMWmcM&t=577s
mij lukt dit gewoon echt niet heel goed dus is de enige manier om hem aan deze kant te krijgen,239,244,mij lukt dit gewoon echt niet heel goed dus is de enige manier om hem aan deze kant te krijgen waardoor,c65IZQ6VRqA,https://www.youtube.com/watch?v=c65IZQ6VRqA&t=239s
lang uit maar hij was soms wel er gewoon drie maanden op de baas en kwam die gewoon niet thuis,1919,1924,lang uit maar hij was soms wel er gewoon drie maanden op de baas en kwam die gewoon niet thuis,ogD6KUT7xrg,https://www.youtube.com/watch?v=ogD6KUT7xrg&t=1919s
voor voor alle kinderen die er omdat de ouders gewoon niet genoeg geld hebben ze niet in staat,63,69,voor voor alle kinderen die er omdat de ouders gewoon niet genoeg geld hebben ze niet in staat,nMyZ3_v_Zs0,https://www.youtube.com/watch?v=nMyZ3_v_Zs0&t=63s
los van de zorg die ze daar doen willen de kinderen zich natuurlijk ook wat meer thuis voelen,582,587,los van de zorg die ze daar doen willen de kinderen zich natuurlijk ook wat meer thuis voelen,Wl9aCkLpmdM,https://www.youtube.com/watch?v=Wl9aCkLpmdM&t=582s
ook soms een goed idee kan zijn is om eigenlijk mensen te vragen om de tijd te nemen even een,796,802,ook soms een goed idee kan zijn is om eigenlijk mensen te vragen om de tijd te nemen even een,n9adVSbsvy4,https://www.youtube.com/watch?v=n9adVSbsvy4&t=796s
zijn heel blij mee want dit is mooi om te zien eigenlijk he van mensen willen beschermen maar,2865,2871,zijn heel blij mee want dit is mooi om te zien eigenlijk he van mensen willen beschermen maar,3TgwrjeZLR0,https://www.youtube.com/watch?v=3TgwrjeZLR0&t=2865s
wordt geen hebben daar iets over stil staan we hebben ook wat vraag gekregen over wat zij nou,667,671,wordt geen hebben daar iets over stil staan we hebben ook wat vraag gekregen over wat zij nou,GCB57q0Z8I4,https://www.youtube.com/watch?v=GCB57q0Z8I4&t=667s
eigenlijk zou de vraag terug moeten stellen hoe kijk jij aan tegen de toekomst van deze buurt,88,94,eigenlijk zou de vraag terug moeten stellen hoe kijk jij aan tegen de toekomst van deze buurt,X2ZaLBIXqqQ,https://www.youtube.com/watch?v=X2ZaLBIXqqQ&t=88s
zelfs bij onze kinderen zaken dan we denken die is weer daar aan toe en de moeten even denken,1180,1187,zelfs bij onze kinderen zaken dan we denken die is weer daar aan toe en de moeten even denken,Vk5Ao7VwPyc,https://www.youtube.com/watch?v=Vk5Ao7VwPyc&t=1180s
waar die wilde komen dan iemand die steeds maand wacht eerst zijn wachten en denkt van ja man,2003,2007,daaraan waar die wilde komen dan iemand die steeds maand wacht eerst zijn wachten en denkt van ja man,wtZp0aNWbXQ,https://www.youtube.com/watch?v=wtZp0aNWbXQ&t=2003s
en dan houden we de gang er ook een beetje in wat zij twee n ook leuk vinden met de gang erin,574,581,en dan houden we de gang er ook een beetje in wat zij twee n ook leuk vinden met de gang erin,MuYNyMp7Xgk,https://www.youtube.com/watch?v=MuYNyMp7Xgk&t=574s
dollar en wat is nu belangrijk om aan te houden als we even eens kijken naar kunnen we ergens,2134,2140,dollar en wat is nu belangrijk om aan te houden als we even eens kijken naar kunnen we ergens,QMWx_rVnlwU,https://www.youtube.com/watch?v=QMWx_rVnlwU&t=2134s
en daarom zijn we best wel voorzichtig en daarom maken we soms ook een fout de andere kant op,783,787,en daarom zijn we best wel voorzichtig en daarom maken we soms ook een fout de andere kant op,A_389nSbVp4,https://www.youtube.com/watch?v=A_389nSbVp4&t=783s
maar als er dan wat verkeerd gaat dan komt een advocaat langs en die komt u precies vertellen,325,331,maar als er dan wat verkeerd gaat dan komt een advocaat langs en die komt u precies vertellen,YZtZP6X81aQ,https://www.youtube.com/watch?v=YZtZP6X81aQ&t=325s
wij hebben hier toen ook keer op keer gevraagd wat kunnen we doen wat is er nog nodig om die,2193,2199,wij hebben hier toen ook keer op keer gevraagd wat kunnen we doen wat is er nog nodig om die mondkapjes,QAjt9liE_a4,https://www.youtube.com/watch?v=QAjt9liE_a4&t=2193s
en we zijn eigenlijk een beetje na gaan denken over de toekomst wat willen we eigenlijk echt,338,345,en we zijn eigenlijk een beetje na gaan denken over de toekomst wat willen we eigenlijk echt uitdragen,b5W6WyOnkY0,https://www.youtube.com/watch?v=b5W6WyOnkY0&t=338s
a geen zin om straks thuis te komen en niet te weten wat de dokter nou allemaal heeft gezegd,1178,1182,a geen zin om straks thuis te komen en niet te weten wat de dokter nou allemaal heeft gezegd,wdFbq9dKqAE,https://www.youtube.com/watch?v=wdFbq9dKqAE&t=1178s
dit gewoon de plek is waar ze elkaar kunnen ontmoeten en waar ze lekker zichzelf kunnen zijn,133,137,dit gewoon de plek is waar ze elkaar kunnen ontmoeten en waar ze lekker zichzelf kunnen zijn,6ORIYLj8uXA,https://www.youtube.com/watch?v=6ORIYLj8uXA&t=133s
kan erover praten met zijn familie of zoiets zeg maar dus eigen proberen er wel altijd voor,669,676,kan erover praten met zijn familie of zoiets zeg maar dus eigen proberen er wel altijd voor,ogD6KUT7xrg,https://www.youtube.com/watch?v=ogD6KUT7xrg&t=669s
proberen als de half jaar later antwoord weer nee is dan moeten gewoon iets gaan veranderen,2170,2174,proberen als de half jaar later antwoord weer nee is dan moeten gewoon iets gaan veranderen,1DF70zZDft0,https://www.youtube.com/watch?v=1DF70zZDft0&t=2170s
om te laten zien van we hebben dit als eerste stap genomen nu gaan we dit ook veranderen en,3154,3160,om te laten zien van we hebben dit als eerste stap genomen nu gaan we dit ook veranderen en,UBrFC9e5zlo,https://www.youtube.com/watch?v=UBrFC9e5zlo&t=3154s
die klopt volgens mij niet daar staan allemaal dingen op die wij helemaal niet hebben gehad,67,71,nou die rekening die klopt volgens mij niet daar staan allemaal dingen op die wij helemaal niet hebben gehad,dKulgkMlEqY,https://www.youtube.com/watch?v=dKulgkMlEqY&t=67s
laat andere mensen iets vertellen over jullie bedrijf en over de relatie die ze hebben met,846,852,laat andere mensen iets vertellen over jullie bedrijf en over de relatie die ze hebben met,GZu4NoiTI1o,https://www.youtube.com/watch?v=GZu4NoiTI1o&t=846s
natuurlijk voor dus de mensen die geld terug sturen vanuit amerika vaak terug naar familie,1367,1372,natuurlijk voor dus de mensen die geld terug sturen vanuit amerika vaak terug naar familie,IAyQeJ57A0s,https://www.youtube.com/watch?v=IAyQeJ57A0s&t=1367s
en kan zeggen ja dit is echt een heel stuk beter voor te gebruiken nu en ook daar weer een,802,807,en kan zeggen ja dit is echt een heel stuk beter voor te gebruiken nu en ook daar weer een belangrijke tip,3Bk_4S4fr7A,https://www.youtube.com/watch?v=3Bk_4S4fr7A&t=802s
maar we willen ook wel voor de mensen die dit niet kunnen betalen willen we ook wat hebben,2283,2287,maar we willen ook wel voor de mensen die dit niet kunnen betalen willen we ook wat hebben,P9u2BkJamhg,https://www.youtube.com/watch?v=P9u2BkJamhg&t=2283s
kijk een wat we gemaakt hebben en wat jullie gaan maken want die van jullie is nog niet af,3901,3905,kijk een wat we gemaakt hebben en wat jullie gaan maken want die van jullie is nog niet af,37RqLFakmo0,https://www.youtube.com/watch?v=37RqLFakmo0&t=3901s
vertrouwen weg genomen is sinds gaat dus niet meer over meer of minder vertrouwen nodig de,3222,3228,vertrouwen weg genomen is sinds gaat dus niet meer over meer of minder vertrouwen nodig de,6mBvMGiOWaM,https://www.youtube.com/watch?v=6mBvMGiOWaM&t=3222s
maar wilt op meer echt mensen gaan helpen dus kijken echt van ok wat zijn hun problemen en,2746,2752,maar wilt op meer echt mensen gaan helpen dus kijken echt van ok wat zijn hun problemen en,eUmaumYRtOE,https://www.youtube.com/watch?v=eUmaumYRtOE&t=2746s
daar hebben we eerder wel een keer onderzoek gedaan omdat we dan wel op een gegeven moment,1332,1337,daar hebben we eerder wel een keer onderzoek gedaan omdat we dan wel op een gegeven moment,CQ5B3DDNDwI,https://www.youtube.com/watch?v=CQ5B3DDNDwI&t=1332s
ze gaan we gewoon niet altijd begrijpen laat me gewoon laten zien en dan begrijpt dan zelf,4857,4862,van keek ze gaan we gewoon niet altijd begrijpen laat me gewoon laten zien en dan begrijpt dan zelf,eUmaumYRtOE,https://www.youtube.com/watch?v=eUmaumYRtOE&t=4857s
waarschijnlijk zijn dit wel een beetje dezelfde maar er zullen er in ieder geval een paar,167,181,waarschijnlijk zijn dit wel een beetje dezelfde maar er zullen er in ieder geval een paar,XwM8xs5ZbMg,https://www.youtube.com/watch?v=XwM8xs5ZbMg&t=167s
dus daar hebben we ook echt goed naar moeten kijken van tot hoe ver kunnen we gaan wat is,2778,2783,dus daar hebben we ook echt goed naar moeten kijken van tot hoe ver kunnen we gaan wat is realistisch en wat,EZMgSCfbiGs,https://www.youtube.com/watch?v=EZMgSCfbiGs&t=2778s
er is ook nog een vraag hoe mensen daar informatie over kunnen krijgen of daarvoor kunnen,2790,2796,er is ook nog een vraag hoe mensen daar informatie over kunnen krijgen of daarvoor kunnen aanmelden,24EWdb4zZv4,https://www.youtube.com/watch?v=24EWdb4zZv4&t=2790s
echt maar we hadden ook een gesprek met m beneden deed heel erg veel en hij was goed zijn,873,879,ondernemen echt maar we hadden ook een gesprek met m beneden deed heel erg veel en hij was goed zijn,eUmaumYRtOE,https://www.youtube.com/watch?v=eUmaumYRtOE&t=873s
kan alleen maar als zo weinig mogelijk mensen bij elkaar of in een groep bij elkaar komen,83,88,kan alleen maar als zo weinig mogelijk mensen bij elkaar of in een groep bij elkaar komen,Bi2tqR4Llcw,https://www.youtube.com/watch?v=Bi2tqR4Llcw&t=83s
is die band heel anders kunnen nu hun kijken misschien een mijn familie steeds krijg snap,2441,2447,is die band heel anders kunnen nu hun kijken misschien een mijn familie steeds krijg snap,wtZp0aNWbXQ,https://www.youtube.com/watch?v=wtZp0aNWbXQ&t=2441s
volgens mij zijn ze er al dus wij moeten nu die kant op nee dan moeten wij gaan inderdaad,151,155,volgens mij zijn ze er al dus wij moeten nu die kant op nee dan moeten wij gaan inderdaad,rT4jqKf_fVo,https://www.youtube.com/watch?v=rT4jqKf_fVo&t=151s
wat jij ergens van vindt of niet van vindt en dan kan ook meteen natuurlijk vragen van ok,749,756,wat jij ergens van vindt of niet van vindt en dan kan ook meteen natuurlijk vragen van ok,n9adVSbsvy4,https://www.youtube.com/watch?v=n9adVSbsvy4&t=749s
en als de zaken lekker gaan hoort daar natuurlijk ook een kantoor bij met een grote eigen,78,83,en als de zaken lekker gaan hoort daar natuurlijk ook een kantoor bij met een grote eigen keuken,oOhHoiL0c68,https://www.youtube.com/watch?v=oOhHoiL0c68&t=78s
nou misschien geeft u nu een ander antwoord maar de antwoord ons altijd gelijk en zei ja,2127,2131,nou misschien geeft u nu een ander antwoord maar de antwoord ons altijd gelijk en zei ja,P2rFpOB6ZKI,https://www.youtube.com/watch?v=P2rFpOB6ZKI&t=2127s
iets anders aan gehad met mijn vast aan me duurt dan eigenlijk wat is dit dit is wanneer,366,372,iets anders aan gehad met mijn vast aan me duurt dan eigenlijk wat is dit dit is wanneer,X16mu_j1f_A,https://www.youtube.com/watch?v=X16mu_j1f_A&t=366s
of niet meer de dingen kunnen doen die ze graag zouden willen en dan is die tijd voorbij,55,60,of niet meer de dingen kunnen doen die ze graag zouden willen en dan is die tijd voorbij,33blbIWm7MM,https://www.youtube.com/watch?v=33blbIWm7MM&t=55s
nou ja kijk aan de ene kant natuurlijk jammer aan de andere kant heeft deze film mij wel,1021,1027,nou ja kijk aan de ene kant natuurlijk jammer aan de andere kant heeft deze film mij wel,jZYTEidpbyo,https://www.youtube.com/watch?v=jZYTEidpbyo&t=1021s
de anderen hadden de namen gekregen volgens mij inderdaad al heel erg lang ja toch even,1749,1756,de anderen hadden de namen gekregen volgens mij inderdaad al heel erg lang ja toch even,Ewyhf2C7Z50,https://www.youtube.com/watch?v=Ewyhf2C7Z50&t=1749s
terug naar krijgt gaan staan want als een vrouw zich hoe voelt hij heeft daar een grote,585,590,terug naar krijgt gaan staan want als een vrouw zich hoe voelt hij heeft daar een grote invloed,Vk5Ao7VwPyc,https://www.youtube.com/watch?v=Vk5Ao7VwPyc&t=585s
er staan allemaal dingen in de weg of dingen die allemaal niet nodig zijn nou misschien,1220,1225,er staan allemaal dingen in de weg of dingen die allemaal niet nodig zijn nou misschien,DF6oRO3psYk,https://www.youtube.com/watch?v=DF6oRO3psYk&t=1220s
best wel groot deel van ons team verloren acht maanden dicht te zijn we hadden echt met,114,118,best wel groot deel van ons team verloren acht maanden dicht te zijn we hadden echt met spoed,0CQGpRhQKec,https://www.youtube.com/watch?v=0CQGpRhQKec&t=114s
aan doen want er staan nogal wat spullen die ergens anders naartoe moeten zoals naar de,1108,1114,aan doen want er staan nogal wat spullen die ergens anders naartoe moeten zoals naar de recycling of,zbmcJiZ5fno,https://www.youtube.com/watch?v=zbmcJiZ5fno&t=1108s
dicht voor alle dingen die bij jouw persoon horen want een van de dingen die we geleerd,2475,2482,dicht voor alle dingen die bij jouw persoon horen want een van de dingen die we geleerd,Yrh7Bmlq7uA,https://www.youtube.com/watch?v=Yrh7Bmlq7uA&t=2475s
jullie zitten hier natuurlijk al op school maar jullie zijn hier naartoe gekomen leiden,49,53,jullie zitten hier natuurlijk al op school maar jullie zijn hier naartoe gekomen leiden,GhXJ4nfju2s,https://www.youtube.com/watch?v=GhXJ4nfju2s&t=49s
kan tot maakt niet uit in wat in een relatie in vrienden in alles waar de ze werkt twee,2768,2772,vee kan tot maakt niet uit in wat in een relatie in vrienden in alles waar de ze werkt twee kanten,KHud27Cds5U,https://www.youtube.com/watch?v=KHud27Cds5U&t=2768s
hebben daar ooit mee bedoel van nou we gaan in gesprek met een bedrijf van ok waar maak,1004,1010,hebben daar ooit mee bedoel van nou we gaan in gesprek met een bedrijf van ok waar maak,UUZjlg5net4,https://www.youtube.com/watch?v=UUZjlg5net4&t=1004s
vandaag gaan jullie alles leren zodat jullie ons als de tijd daar is kunnen beschermen,164,172,vandaag gaan jullie alles leren zodat jullie ons als de tijd daar is kunnen beschermen,ZYh514PS3MA,https://www.youtube.com/watch?v=ZYh514PS3MA&t=164s
vandaag gaan jullie alles leren zodat jullie ons als de tijd daar is kunnen beschermen,162,171,vandaag gaan jullie alles leren zodat jullie ons als de tijd daar is kunnen beschermen,BjigHVk_OPI,https://www.youtube.com/watch?v=BjigHVk_OPI&t=162s
omhoog gaat wat er dan gaat gebeuren in vragen nu waarschijnlijk af waarom zien we die,1481,1485,omhoog gaat wat er dan gaat gebeuren in vragen nu waarschijnlijk af waarom zien we die groene candle,b57L9dpq0Q4,https://www.youtube.com/watch?v=b57L9dpq0Q4&t=1481s
toch is weer iets anders zou zijn wat we verwacht hadden zo als de mannen naar de plek,89,96,plaatsen toch is weer iets anders zou zijn wat we verwacht hadden zo als de mannen naar de plek,ohDl3eFwFpM,https://www.youtube.com/watch?v=ohDl3eFwFpM&t=89s
de een of andere manier ben jij degene die alles weet van tv dus als jij een nieuwe tv,213,219,de een of andere manier ben jij degene die alles weet van tv dus als jij een nieuwe tv,voS0h2O4MF0,https://www.youtube.com/watch?v=voS0h2O4MF0&t=213s
zoals we hier vandaag om de tafel zitten zeggen we allemaal daar willen we wel naartoe,5070,5076,zoals we hier vandaag om de tafel zitten zeggen we allemaal daar willen we wel naartoe,ufQenq834F4,https://www.youtube.com/watch?v=ufQenq834F4&t=5070s
doen is door te praten over dingen waar mensen heel veel om geven waar mensen een hele,353,359,doen is door te praten over dingen waar mensen heel veel om geven waar mensen een hele sterke,n9adVSbsvy4,https://www.youtube.com/watch?v=n9adVSbsvy4&t=353s
toen hebben we gezegd nu zetten wij een doel over een jaar gaan we voor twee jaar weg,155,162,toen hebben we gezegd nu zetten wij een doel over een jaar gaan we voor twee jaar weg,vRC9ypreFZo,https://www.youtube.com/watch?v=vRC9ypreFZo&t=155s
daarom dacht men vroeger wel heel goed na over wat echt nodig was om te moeten worden,43,49,daarom dacht men vroeger wel heel goed na over wat echt nodig was om te moeten worden gewassen,BM1ve5XdOr8,https://www.youtube.com/watch?v=BM1ve5XdOr8&t=43s
ook zien degene die hier allemaal iets open hebben staan ze allemaal dollar aan deden,576,582,ook zien degene die hier allemaal iets open hebben staan ze allemaal dollar aan deden,nIOIuzX1GNI,https://www.youtube.com/watch?v=nIOIuzX1GNI&t=576s
bij een persoon beginnen jij degene die nu zit te kijken of te luisteren die gaat dus,91,95,bij een persoon beginnen jij degene die nu zit te kijken of te luisteren die gaat dus nadenken,UUZjlg5net4,https://www.youtube.com/watch?v=UUZjlg5net4&t=91s
in mijn naam staat is niet voor niets pas op de plaats maken klein of groot hebben we,106,111,dat pitstop in mijn naam staat is niet voor niets pas op de plaats maken klein of groot hebben we,tb3CtADY65o,https://www.youtube.com/watch?v=tb3CtADY65o&t=106s
toch allemaal werkt ja zeker misschien is deze ook nog wel even leuk om iets beter te,313,318,toch allemaal werkt ja zeker misschien is deze ook nog wel even leuk om iets beter te bekijken,XaGcW3FA6uI,https://www.youtube.com/watch?v=XaGcW3FA6uI&t=313s
neem dan contact met ons op wij denken heel graag met jullie mee tot de volgende keer,127,133,neem dan contact met ons op wij denken heel graag met jullie mee tot de volgende keer,d7L7_kKSFNE,https://www.youtube.com/watch?v=d7L7_kKSFNE&t=127s
dus deze had eigenlijk iets verder nog naar onder moeten gaan nu wordt hij een beetje,197,202,dus deze had eigenlijk iets verder nog naar onder moeten gaan nu wordt hij een beetje dikker ik kan,0y4ww6Rf9BA,https://www.youtube.com/watch?v=0y4ww6Rf9BA&t=197s
naar huis we gingen met niks naar huis wij komen gewoon niet echt iets vinden waar we,936,941,naar huis we gingen met niks naar huis wij komen gewoon niet echt iets vinden waar we,OKmXet1mGoY,https://www.youtube.com/watch?v=OKmXet1mGoY&t=936s
dan bellen mensen waarschijnlijk ook niet want ze willen gewoon die informatie hebben,63,66,dan bellen mensen waarschijnlijk ook niet want ze willen gewoon die informatie hebben,WuVT0fqE8Qw,https://www.youtube.com/watch?v=WuVT0fqE8Qw&t=63s
maar dit is natuurlijk ook mooi moment om eens even wat vragen aan jullie te stellen,122,126,maar dit is natuurlijk ook mooi moment om eens even wat vragen aan jullie te stellen,c9d5eDm9e1w,https://www.youtube.com/watch?v=c9d5eDm9e1w&t=122s
ze ook niet zo heel goed van wat ze dan als volgende stap moeten doen of waar dan de,444,448,wisten ze ook niet zo heel goed van wat ze dan als volgende stap moeten doen of waar dan de,uemP6foIGpo,https://www.youtube.com/watch?v=uemP6foIGpo&t=444s
van hoe zijn ze ermee begonnen waarom wat voor onderzoek hebben ze gedaan voordat ze,64,69,van hoe zijn ze ermee begonnen waarom wat voor onderzoek hebben ze gedaan voordat ze,HYw6CEiGEYQ,https://www.youtube.com/watch?v=HYw6CEiGEYQ&t=64s
op dit moment zijn ze er nog helemaal niet zo goed in maar ze worden daar wel steeds,366,371,op dit moment zijn ze er nog helemaal niet zo goed in maar ze worden daar wel steeds,w5xfwvgXSnY,https://www.youtube.com/watch?v=w5xfwvgXSnY&t=366s
maar wil toch even vertellen wat er aan de hand is hoe veel zin heb jij in deze zaak,56,60,maar wil toch even vertellen wat er aan de hand is hoe veel zin heb jij in deze zaak,zlBTmitsCxM,https://www.youtube.com/watch?v=zlBTmitsCxM&t=56s
weten neem dan even contact op dan vertellen we de graag nog heel veel meer over hey,172,178,weten neem dan even contact op dan vertellen we de graag nog heel veel meer over hey fijne week,cI4L7VeouK4,https://www.youtube.com/watch?v=cI4L7VeouK4&t=172s
kind als ze zich niet een jong gelukkig mag voelen terwijl wij ons allemaal wel eens,1419,1424,kind als ze zich niet een jong gelukkig mag voelen terwijl wij ons allemaal wel eens ongelukkig mogen,Vk5Ao7VwPyc,https://www.youtube.com/watch?v=Vk5Ao7VwPyc&t=1419s
we blijven gewoon kleine kinderen natuurlijk dit is zo fantastisch dit blijft z iets,730,735,we blijven gewoon kleine kinderen natuurlijk dit is zo fantastisch dit blijft z iets moois,USIYNJg2qSw,https://www.youtube.com/watch?v=USIYNJg2qSw&t=730s
nou als wij geen woorden hebben vragen we jullie om de woorden op te schrijven in de,564,569,nou als wij geen woorden hebben vragen we jullie om de woorden op te schrijven in de comments,bBYvUrZhWXs,https://www.youtube.com/watch?v=bBYvUrZhWXs&t=564s
deze dag ook over wat zijn de dingen die wij afgelopen jaar geleerd hebben wat zijn,559,565,deze dag ook over wat zijn de dingen die wij afgelopen jaar geleerd hebben wat zijn,jd0sNRlEp1Y,https://www.youtube.com/watch?v=jd0sNRlEp1Y&t=559s
hebben we ook geprobeerd om iets aan te doen ja jullie zijn ook met twee natuurlijk,128,133,hebben we ook geprobeerd om iets aan te doen ja jullie zijn ook met twee natuurlijk,CnKgkrJ0aGg,https://www.youtube.com/watch?v=CnKgkrJ0aGg&t=128s
maar ja aan de andere kant we zijn natuurlijk ook weer bezig met een volgende eigen,255,258,maar ja aan de andere kant we zijn natuurlijk ook weer bezig met een volgende eigen game,ESv8cZfK5yY,https://www.youtube.com/watch?v=ESv8cZfK5yY&t=255s
te kunnen maken moeten we gebruik maken van de informatie die we al hebben gekregen,46,52,om deze opdracht te kunnen maken moeten we gebruik maken van de informatie die we al hebben gekregen,ezQH6vW_iNc,https://www.youtube.com/watch?v=ezQH6vW_iNc&t=46s
met ons op laat jullie vragen deel ze met anderen ons u kunt ook deze avond vragen,2403,2410,met ons op laat jullie vragen deel ze met anderen ons u kunt ook deze avond vragen,Co4vE_sSnZM,https://www.youtube.com/watch?v=Co4vE_sSnZM&t=2403s
school op een gegeven moment begon achter zich af te vragen wat een meisje gelooft,1373,1380,school op een gegeven moment begon achter zich af te vragen wat een meisje gelooft torah zouden zijn,Co4vE_sSnZM,https://www.youtube.com/watch?v=Co4vE_sSnZM&t=1373s
we zijn druk bezig want we gaan over een paar weken open dus we moeten al ver zijn,205,211,we zijn druk bezig want we gaan over een paar weken open dus we moeten al ver zijn,Zv405Q3avL0,https://www.youtube.com/watch?v=Zv405Q3avL0&t=205s
lekker hoor nou we zijn weer onderweg na drie maanden lekker thuis geweest te zijn,67,73,lekker hoor nou we zijn weer onderweg na drie maanden lekker thuis geweest te zijn,kBQd4L7o7GY,https://www.youtube.com/watch?v=kBQd4L7o7GY&t=67s
ziens bij jou ziet liever niet wil door jou maar er is wel een hoop gebeurd ja ja,1948,1954,doorgebroken ziens bij jou ziet liever niet wil door jou maar er is wel een hoop gebeurd ja ja,ldFpIdQPQb4,https://www.youtube.com/watch?v=ldFpIdQPQb4&t=1948s
hebben voor alles perfect maar beter gaan we nu zitten wordt wel beter in spreken,2031,2035,gespaard hebben voor alles perfect maar beter gaan we nu zitten wordt wel beter in spreken,wtZp0aNWbXQ,https://www.youtube.com/watch?v=wtZp0aNWbXQ&t=2031s
even kijken of nog wat meer gekomen is misschien kunnen nog heel even delen blijf,5489,5493,even kijken of nog wat meer gekomen is misschien kunnen nog heel even delen blijf bewegen hou vast,EZMgSCfbiGs,https://www.youtube.com/watch?v=EZMgSCfbiGs&t=5489s
shit hey als we dit nog drie keer moeten doen dan gaat er echt iets fout vandaag,240,244,holy shit hey als we dit nog drie keer moeten doen dan gaat er echt iets fout vandaag,esWaU4T6ITA,https://www.youtube.com/watch?v=esWaU4T6ITA&t=240s
misschien maar proberen op die manier zal mijn jongens zelf zelfs zichzelf laten,2066,2071,misschien maar proberen op die manier zal mijn jongens zelf zelfs zichzelf laten ontwikkelen,1JRauSMWBww,https://www.youtube.com/watch?v=1JRauSMWBww&t=2066s
staat erop maar we wilden toch nog even laten zien hoe lang hij nou eigenlijk is,849,852,nou de aggregaat staat erop maar we wilden toch nog even laten zien hoe lang hij nou eigenlijk is,pE88nRF8t3g,https://www.youtube.com/watch?v=pE88nRF8t3g&t=849s
alleen voor zichzelf maar juist ook voor anderen door zelf werk te maken van hun,198,204,alleen voor zichzelf maar juist ook voor anderen door zelf werk te maken van hun ontwikkeling,P0ZTDPZOnFA,https://www.youtube.com/watch?v=P0ZTDPZOnFA&t=198s
misschien iets mee als die zin daarna deze geen n deze geen ene zei behalve als,674,680,misschien iets mee als die zin daarna deze geen n deze geen ene zei behalve als kraan want,OKmXet1mGoY,https://www.youtube.com/watch?v=OKmXet1mGoY&t=674s
voorbij zien komen zo groot mogelijk misschien wel terwijl misschien mensen van,1244,1249,voorbij zien komen zo groot mogelijk misschien wel terwijl misschien mensen van minimalistische,wtZp0aNWbXQ,https://www.youtube.com/watch?v=wtZp0aNWbXQ&t=1244s
laten jullie heeft aan mij over in jouw wilt geven als is om haar misschien nog,3608,3615,laten jullie heeft aan mij over in jouw wilt geven als is om haar misschien nog eventjes,44dvSB31mds,https://www.youtube.com/watch?v=44dvSB31mds&t=3608s
altijd goed is om bij jezelf te beginnen hebben wij gezegd dan gaan wij eens op,92,96,altijd goed is om bij jezelf te beginnen hebben wij gezegd dan gaan wij eens op,3E93Qeel7kk,https://www.youtube.com/watch?v=3E93Qeel7kk&t=92s
mijn zoon wat kijken jullie nou waar is mijn zoon wilt u iets van koffie anders,252,258,ja de manager mijn zoon wat kijken jullie nou waar is mijn zoon wilt u iets van koffie anders,dWE5UWysEyQ,https://www.youtube.com/watch?v=dWE5UWysEyQ&t=252s
die zeggen allemaal hetzelfde als wat jij ons vertelde zij moeten net zoals jij,1743,1748,die zeggen allemaal hetzelfde als wat jij ons vertelde zij moeten net zoals jij,PYYAjEfu7dM,https://www.youtube.com/watch?v=PYYAjEfu7dM&t=1743s
heeft hier heel erg gebruik van gemaakt want die heeft per dienst of eigenlijk,165,171,en coolblue heeft hier heel erg gebruik van gemaakt want die heeft per dienst of eigenlijk,AFuBAYlvk1w,https://www.youtube.com/watch?v=AFuBAYlvk1w&t=165s
